Year,Y1,Y2,Y3,Y4,Y5,Y6,Y7,Y8,Y9,Y10,Y11,Y12,Y13,Y14,Y15,Y16,Y17,Y18,Y19,Y20,Y21,Y22,Y23,Y24,Y25,Y26,Y27,Y28,Y29,Y30,Y31,Y32,Y33,Y34,Y35,Y36,Y37,Y38,Y39,Y40,Y41,Y42,Y43,Y44,Y45,Y46,Y47,Y48,Y49,Y50,Y51,Y52,Y53,Y54,Y55,Y56,Y57,Y58,Y59,Y60,Y61,Y62,Y63,Y64,Y65,Y66,Y67,Y68,Y69,Y70,Y71,Y72,Y73,Y74,Y75,Y76,Y77,Y78,Y79,Y80,Y81,Y82,Y83,Y84,Y85,Y86,Y87,Y88,Y89,Y90,Y91,Y92,Y93,Y94,Y95,Y96,Y97,Y98,Y99,Y100,Y101,Y102,Y103,Y104,Y105,Y106,Y107,Y108,Y109,Y110,Y111,Y112,Y113,Y114,Y115,Y116,Y117,Y118,Y119,Y120,Y121,Y122,Y123,Y124,Y125,Y126,Y127,Y128,Y129,Y130,Y131,Y132,Y133,Y134,Y135,Y136,Y137,Y138,Y139,Y140,Y141,Y142,Y143,Y144,Y145,Y146,Y147,Y148,Y149,Y150,Y151,Y152,Y153,Y154,Y155,Y156,Y157,Y158,Y159,Y160,Y161,Y162,Y163,Y164,Y165,Y166,Y167,Y168,Y169,Y170,Y171,Y172,Y173,Y174,Y175,Y176,Y177,Y178,Y179,Y180,Y181,Y182,Y183,Y184,Y185,Y186,Y187,Y188,Y189,Y190,Y191,Y192,Y193,Y194,Y195,Y196,Y197,Y198,Y199,Y200,Y201,Y202,Y203,Y204,Y205,Y206,Y207,Y208,Y209,Y210,Y211,Y212,Y213,Y214,Y215,Y216,Y217,Y218,Y219,Y220,Y221,Y222,Y223,Y224,Y225,Y226,Y227,Y228,Y229,Y230,Y231,Y232,Y233,Y234,Y235,Y236,Y237,Y238,Y239,Y240,Y241,Y242,Y243,Y244,Y245,Y246,Y247,Y248,Y249,Y250,Y251,Y252,Y253,Y254,Y255,Y256,Y257,Y258,Y259,Y260,Y261,Y262,Y263,Y264,Y265,Y266,Y267,Y268,Y269,Y270,Y271,Y272,Y273,Y274,Y275,Y276,Y277,Y278,Y279,Y280,Y281,Y282,Y283,Y284,Y285,Y286,Y287,Y288,Y289,Y290,Y291,Y292,Y293,Y294,Y295,Y296,Y297,Y298,Y299,Y300,Y301,Y302,Y303,Y304,Y305,Y306,Y307,Y308,Y309,Y310,Y311,Y312,Y313,Y314,Y315,Y316,Y317,Y318,Y319,Y320,Y321,Y322,Y323,Y324,Y325,Y326,Y327,Y328,Y329,Y330,Y331,Y332,Y333,Y334,Y335,Y336,Y337,Y338,Y339,Y340,Y341,Y342,Y343,Y344,Y345,Y346,Y347,Y348,Y349,Y350,Y351,Y352,Y353,Y354,Y355,Y356,Y357,Y358,Y359,Y360,Y361,Y362,Y363,Y364,Y365,Y366,Y367,Y368,Y369,Y370,Y371,Y372,Y373,Y374,Y375,Y376,Y377,Y378,Y379,Y380,Y381,Y382,Y383,Y384,Y385,Y386,Y387,Y388,Y389,Y390,Y391,Y392,Y393,Y394,Y395,Y396,Y397,Y398,Y399,Y400,Y401,Y402,Y403,Y404,Y405,Y406,Y407,Y408,Y409,Y410,Y411,Y412,Y413,Y414,Y415,Y416,Y417,Y418,Y419,Y420,Y421,Y422,Y423,Y424,Y425,Y426,Y427,Y428,Y429,Y430,Y431,Y432,Y433,Y434,Y435,Y436,Y437,Y438,Y439,Y440,Y441,Y442,Y443,Y444,Y445,Y446,Y447,Y448,Y449,Y450,Y451,Y452,Y453,Y454,Y455,Y456,Y457,Y458,Y459,Y460,Y461,Y462,Y463,Y464,Y465,Y466,Y467,Y468,Y469,Y470,Y471,Y472,Y473,Y474,Y475,Y476,Y477,Y478,Y479,Y480,Y481,Y482,Y483,Y484,Y485,Y486,Y487,Y488,Y489,Y490,Y491,Y492,Y493,Y494,Y495,Y496,Y497,Y498,Y499,Y500,Y501,Y502,Y503,Y504,Y505,Y506,Y507,Y508,Y509,Y510,Y511,Y512,Y513,Y514,Y515,Y516,Y517,Y518,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-12-01,,,,,,,,,,,,,,,,,,,,491394.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,842643.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1971-12-01,,,,,,,,,,,,,,,,,,,,652289.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1204030.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1972-12-01,,43595.00,,,,,,,,,,,,,,,,,,757907.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,227921.00,18441.00,27186.00,43595.00,86060.00,486677.00,12829.00,17913.00,50020.00,47925.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1472301.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1973-12-01,,43032.00,,,,,,,,,,,,,,,,,,793799.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,230995.00,21934.00,27921.00,43032.00,105429.00,423098.00,15676.00,27161.00,58718.00,54832.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1506262.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1974-12-01,,47474.00,27829.00,,,,,,,,,,,,,,,,,907200.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,183635.00,23739.00,32385.00,47474.00,127112.00,382740.00,18136.00,31997.00,80898.00,60539.00,20558.00,13764.00,42623.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1123711.00,,,,,,,,,,,,,,,,,,,,,,,,,1357.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1975-12-01,,55141.00,35865.00,,,,,,,,,,,,,,,,,1036816.00,,,,,,,,,77.00,,,,,,,,,,,,,,,,,154377.00,9568.00,6262.00,,2731.00,,,64411.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,238605.00,34087.00,38746.00,55141.00,157360.00,437931.00,24748.00,38761.00,88240.00,77794.00,18149.00,14801.00,45580.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1196018.00,,,,,,,,,,,,,,,,,,,,,,,,,1538.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24086.00,7852.00,8520.00,,,72611.00,11025.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1976-12-01,,62946.00,40311.00,,,,,,,,,,,,,,,,,982321.00,,,,,,,,,80.00,,,,,,,,,,,,,,,,,148108.00,10198.00,6324.00,,2679.00,,,75688.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,254186.00,40817.00,41356.00,62946.00,154849.00,485495.00,45672.00,52844.00,80775.00,87488.00,17380.00,14817.00,51862.00,,,,,,,,,,,,,,,,,,2876.00,2631.00,,,,,,,,,,,,,,,,,,,1034930.00,,,,,,,,,,,,,,,,,,,,,,,,,1850.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26860.00,10433.00,9245.00,,,73862.00,12336.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1977-12-01,,66920.00,47186.00,,,850.00,2901.00,,,296.00,171.00,,,,,,,,,1056045.00,,,,,,,,85512.00,77.00,,,,,,,,,,,,,,,,,162563.00,10775.00,5982.00,,2877.00,,,76236.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,284642.00,46489.00,51851.00,66920.00,160004.00,487250.00,70139.00,86381.00,99764.00,128924.00,21018.00,13974.00,63395.00,,,,567.00,1941.00,1835.00,1181.00,3518.00,1449.00,,4664.00,882.00,,522.00,423.00,,,3624.00,2601.00,,,,,,,,,,,,,,,,,,,905056.00,,,,,,,,,,,,,,,,,,,,,,,,,2309.00,9963.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30703.00,10011.00,9726.00,,,82229.00,15207.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1978-12-01,,77191.00,56664.00,,,863.00,2902.00,,,399.00,199.00,,,,,,,,,1188949.00,2.48,,,0.82,5.83,,,96387.00,87.00,,,,,,,,,,,,,,,,,200187.00,10839.00,8115.00,,3133.00,,,80972.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,303583.00,50226.00,58426.00,77191.00,139236.00,508011.00,61563.00,89549.00,132551.00,206344.00,27686.00,16857.00,73316.00,,,,627.00,2038.00,1934.00,1290.00,4090.00,1510.00,,4618.00,884.00,,590.00,524.00,,,3376.00,3004.00,,,,,,,,,,,,,,,,,,,1117103.00,0.73,0.59,0.82,0.47,0.71,,,,,,0.41,0.99,0.23,0.17,0.41,1.28,0.52,0.41,0.06,0.06,0.47,,,,2119.00,11628.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34036.00,8880.00,9305.00,,,91453.00,18415.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1979-12-01,,89661.00,68040.00,,,862.00,3024.00,,,474.00,217.00,,722.00,2631.00,,,,,,1279695.00,2.63,,,0.69,5.30,,,143746.00,90.00,,,,,,,,,,,,,,,,,274407.00,10393.00,8867.00,,3474.00,,,97004.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346910.00,56352.00,61869.00,89661.00,166170.00,472182.00,45187.00,98628.00,148671.00,123644.00,33955.00,24296.00,80471.00,,,,621.00,2280.00,1990.00,1371.00,5128.00,1505.00,,5553.00,1161.00,,562.00,524.00,,,3281.00,3717.00,295.00,457.00,,,,,,,,,,,,,,,,,1166381.00,0.94,0.59,0.81,0.58,0.81,,,,,,0.26,0.74,0.21,0.16,0.37,1.27,0.53,0.32,0.06,0.16,0.52,,,,2545.00,17186.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41637.00,11373.00,12602.00,,,117475.00,28797.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1980-12-01,,101373.00,64008.00,,,868.00,3102.00,,,591.00,257.00,,829.00,2601.00,,,,,,1210972.00,2.65,,,0.53,5.30,,,168473.00,84.00,,,,,,,,,,,,,,,,,307092.00,16407.00,12679.00,3588.00,4449.00,1573.00,11697.00,111469.00,73760.00,17224.00,507.00,10038.00,10639.00,130336.00,,,,,,,,,,,,,,,117383.00,2412.00,1085.00,65723.00,9994.00,252.00,204.00,148.00,2148.00,96.00,637.00,172.00,18597.00,7804.00,1644.00,2564.00,2596.00,1780.00,2696.00,4296.00,5508.00,2264.00,101201.00,,,,,,372133.00,64455.00,62926.00,101373.00,201793.00,507960.00,44943.00,104690.00,137715.00,135621.00,39730.00,29468.00,86307.00,,,,627.00,2550.00,1959.00,1414.00,5388.00,1637.00,,5650.00,1562.00,,541.00,500.00,,,4098.00,4218.00,255.00,513.00,,,,,,,,,,,,,,,,,1243173.00,0.84,0.66,0.83,0.64,0.84,,,,,,0.32,0.53,0.16,0.16,0.37,1.54,0.53,0.32,0.06,0.16,0.63,,,,2619.00,20392.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48860.00,14915.00,16427.00,1480.00,28499.00,128470.00,35383.00,88080.00,904828.00,145934.00,27151.00,6475.00,6873.00,6317.00,4915.00,2478.00,1838.00,104.00,350.00,2624.00,55019.00,13704.00,29280.00,22566.00,28784.00,371636.00,81995.00,1347.00,3822.00,3601.00,5152.00,1874.00,136.00,501.00,73.00,180.00,2747.00,17588.00,8314.00,72970.00,9034.00,30679.00,23872.00,263885.00,32621.00,12687.00,2667.00,3469.00,1506.00,1435.00,1157.00,809.00,580.00,2678.00,26418.00,3974.00,14438.00,4713.00,46542.00,7675.00,1951.00,2484.00,3432.00,4455.00,467.00,953.00,587.00,370.00,3648.00,12444.00,2507.00,11782.00,4412.00,10477.00,24785.00,138971.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1229.00,1039.00,840.00,304.00,923.00,4335.00,54026.00,26205.00,20135.00,217749.00,51819.00,6161.00,6636.00,13184.00,77800.00,11788.00,3552.00,828.00,2388.00,18556.00,1568.00,168.00,188.00,488.00,548.00,113.00,72.00,352.00,7724.00,16412.00,99853.00,13924.00,392.00,2752.00,2128.00,19196.00,1036.00,16.00,64.00,552.00,1668.00,1444.00,508.00,500.00,336.00,2788.00,76.00,36.00,172.00,216.00,500.00,44.00,648.00,16744.00,996.00,3712.00,3392.00,24844.00,2216.00,476.00,520.00,356.00,3568.00,1156.00,352.00,212.00,428.00,340.00,77.00,124.00,1112.00,196.00,184.00,204.00,1696.00,176.00,104.00,96.00,192.00,568.00,448.00,216.00,200.00,368.00,1232.00,5448.00,1421.00,1336.00,1644.00,9849.00,22192.00,2417.00,5048.00,5036.00,34693.00,8072.00,17965.00,3992.00,4072.00,34101.00,1348.00,460.00,628.00,716.00,3152.00,184.00,40.00,48.00,444.00,9604.00,4660.00,4836.00,37697.00,5448.00,760.00,744.00,852.00,356.00,408.00,4972.00,1592.00,536.00,248.00,220.00,2224.00,684.00,936.00,1028.00,4872.00,272.00,196.00,448.00,11180.00,4740.00,2724.00,22940.00,20784.00,23337.00,7384.00,9132.00,60637.00,1152.00,624.00,192.00,108.00,2076.00,10104.00,6704.00,24580.00,12501.00,5295.00,1961.00,5482.00,25575.00,23757.00,11427.00,4417.00,11614.00,52231.00,249839.00,50778.00,60528.00,465163.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1981-12-01,,123904.00,79400.00,,,808.00,3068.00,,1860.00,701.00,235.00,141.00,923.00,3004.00,,,,,,1193964.00,2.66,,,0.55,6.09,,,237950.00,81.00,,,,,,,,,,,,,,,,,284330.00,20048.00,15072.00,3900.00,5531.00,2200.00,15099.00,114008.00,79011.00,20496.00,606.00,11079.00,10510.00,137421.00,,,,,,,,,,,,,,,111707.00,2621.00,1064.00,65474.00,10190.00,436.00,144.00,248.00,2152.00,216.00,860.00,164.00,21346.00,8725.00,1680.00,2557.00,3029.00,1868.00,2460.00,4329.00,5847.00,2292.00,107971.00,,,,,,377853.00,61413.00,58170.00,123904.00,216486.00,515697.00,58123.00,104505.00,145860.00,153133.00,42335.00,38212.00,99867.00,,,,557.00,2691.00,1902.00,1443.00,5913.00,1498.00,244.00,5592.00,1840.00,1175.00,556.00,449.00,84.00,717.00,4249.00,4902.00,458.00,604.00,,,,,,,,,,,,,,,,,1516260.00,0.84,0.73,0.93,0.67,0.87,,,,,,0.37,0.61,0.18,0.12,0.37,1.95,0.61,0.30,0.08,0.19,0.77,,,,2812.00,23796.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53759.00,17100.00,19621.00,1718.00,30970.00,142255.00,39072.00,93278.00,936972.00,131910.00,33144.00,7084.00,9258.00,8292.00,6470.00,2787.00,2376.00,276.00,329.00,4033.00,53797.00,15265.00,34096.00,26355.00,33393.00,389361.00,77124.00,1227.00,4573.00,4003.00,5411.00,1909.00,150.00,796.00,168.00,272.00,3732.00,18097.00,8503.00,78869.00,9426.00,31318.00,25873.00,271451.00,32593.00,12737.00,3306.00,4171.00,1916.00,1617.00,1244.00,993.00,528.00,3029.00,28498.00,3833.00,15713.00,5048.00,42703.00,6651.00,2137.00,2189.00,4429.00,5076.00,357.00,1115.00,763.00,589.00,4305.00,13616.00,3369.00,13577.00,4102.00,10259.00,23502.00,138739.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1789.00,1140.00,846.00,330.00,1043.00,5148.00,55666.00,27407.00,19841.00,214621.00,51354.00,6577.00,7397.00,11470.00,76798.00,11912.00,3244.00,784.00,2392.00,18332.00,1636.00,221.00,136.00,628.00,572.00,148.00,92.00,252.00,8409.00,14742.00,98815.00,20188.00,404.00,3180.00,1964.00,25736.00,868.00,28.00,108.00,692.00,1696.00,1544.00,544.00,576.00,360.00,3024.00,220.00,32.00,196.00,268.00,716.00,108.00,936.00,23256.00,1120.00,4204.00,3532.00,32112.00,2580.00,576.00,676.00,496.00,4328.00,1240.00,336.00,228.00,348.00,344.00,72.00,228.00,1145.00,196.00,177.00,276.00,1794.00,185.00,180.00,140.00,200.00,705.00,468.00,337.00,292.00,396.00,1493.00,5962.00,1697.00,1741.00,1932.00,11332.00,29218.00,2817.00,5945.00,5464.00,43444.00,9328.00,20762.00,4172.00,3810.00,38072.00,1772.00,420.00,548.00,788.00,3528.00,80.00,36.00,44.00,324.00,11180.00,4756.00,4642.00,41924.00,5832.00,1073.00,960.00,860.00,480.00,465.00,5182.00,1948.00,633.00,260.00,188.00,1824.00,672.00,1004.00,948.00,4448.00,200.00,160.00,232.00,11484.00,5095.00,2936.00,23844.00,22664.00,26441.00,7692.00,8971.00,65768.00,1708.00,668.00,276.00,133.00,2785.00,9731.00,6683.00,24553.00,13572.00,6342.00,2280.00,5529.00,28051.00,25011.00,12857.00,4848.00,11521.00,55389.00,254074.00,54301.00,58871.00,478037.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
